Order_ID		Order_Date		Ship_Date		Ship_Mode		Customer_ID		Customer_Name		Segment		Country		City		State		Postal_Code		Region		Product_ID		Sales		Quantity		Discount		Profit		Person
CA-2016-103429		30/05/2016		01/06/2016		First Class		LW-16825		Laurel Workman		Corporate		United States		New York City		New York		10024		East		OFF-AP-10001005		235.9		3		0		77.9		Chuck Magee
CA-2016-103429		30/05/2016		01/06/2016		First Class		LW-16825		Laurel Workman		Corporate		United States		New York City		New York		10024		East		OFF-PA-10001712		40		4		0		18		Chuck Magee
CA-2016-103590		30/11/2016		04/12/2016		Standard Class		JL-15505		Jeremy Lonsdale		Consumer		United States		Mount Vernon		New York		10550		East		OFF-EN-10004007		62.3		4		0		29.3		Chuck Magee
CA-2016-103702		12/09/2016		17/09/2016		Standard Class		AF-10885		Art Foster		Consumer		United States		Fairfield		Ohio		45014		East		OFF-BI-10002429		63.9		7		0.7		-46.9		Chuck Magee
CA-2016-104402		17/06/2016		23/06/2016		Standard Class		DB-13660		Duane Benoit		Consumer		United States		Newark		Delaware		19711		East		TEC-MA-10000423		66		3		0		31		Chuck Magee
CA-2016-105872		30/05/2016		06/06/2016		Standard Class		JG-15160		James Galang		Consumer		United States		New York City		New York		10024		East		OFF-BI-10003684		70.4		4		0.2		26.4		Chuck Magee
CA-2016-105984		24/11/2016		24/11/2016		Same Day		MY-18295		Muhammed Yedwab		Corporate		United States		Columbus		Ohio		43229		East		TEC-PH-10000560		1050		5		0.4		-210		Chuck Magee
CA-2016-105984		24/11/2016		24/11/2016		Same Day		MY-18295		Muhammed Yedwab		Corporate		United States		Columbus		Ohio		43229		East		FUR-CH-10000847		611.1		3		0.3		-34.9		Chuck Magee
CA-2016-106572		05/09/2016		10/09/2016		Standard Class		NP-18700		Nora Preis		Consumer		United States		Bowling Green		Ohio		43402		East		OFF-ST-10000585		264.3		2		0.2		19.8		Chuck Magee
CA-2016-107153		28/09/2016		03/10/2016		Standard Class		GZ-14545		George Zrebassa		Corporate		United States		Lawrence		Massachusetts		1841		East		OFF-ST-10001321		46.3		3		0		12.5		Chuck Magee
CA-2016-107398		25/08/2016		30/08/2016		Standard Class		BS-11590		Brendan Sweed		Corporate		United States		Columbus		Ohio		43229		East		OFF-BI-10001982		6.5		4		0.7		-4.6		Chuck Magee
CA-2016-107398		25/08/2016		30/08/2016		Standard Class		BS-11590		Brendan Sweed		Corporate		United States		Columbus		Ohio		43229		East		OFF-BI-10004141		2.9		3		0.7		-2.3		Chuck Magee
CA-2016-107398		25/08/2016		30/08/2016		Standard Class		BS-11590		Brendan Sweed		Corporate		United States		Columbus		Ohio		43229		East		OFF-BI-10002103		20.9		8		0.7		-16.7		Chuck Magee
CA-2016-107454		02/11/2016		06/11/2016		Standard Class		RD-19720		Roger Demir		Consumer		United States		New York City		New York		10024		East		OFF-LA-10001569		34.9		7		0		16		Chuck Magee
CA-2016-107454		02/11/2016		06/11/2016		Standard Class		RD-19720		Roger Demir		Consumer		United States		New York City		New York		10024		East		FUR-FU-10004018		89.3		6		0		24.1		Chuck Magee
CA-2016-107524		02/03/2016		08/03/2016		Standard Class		KN-16705		Kristina Nunn		Home Office		United States		New York City		New York		10009		East		OFF-EN-10001990		11.4		2		0		5.3		Chuck Magee
CA-2016-107524		02/03/2016		08/03/2016		Standard Class		KN-16705		Kristina Nunn		Home Office		United States		New York City		New York		10009		East		OFF-PA-10000587		36.4		5		0		17.5		Chuck Magee
CA-2016-107594		02/07/2016		06/07/2016		Standard Class		EH-13945		Eric Hoffmann		Consumer		United States		Plainfield		New Jersey		7060		East		TEC-PH-10002923		74		2		0		20		Chuck Magee
CA-2016-107594		02/07/2016		06/07/2016		Standard Class		EH-13945		Eric Hoffmann		Consumer		United States		Plainfield		New Jersey		7060		East		OFF-AR-10000716		5.6		1		0		2.2		Chuck Magee
CA-2016-107755		07/02/2016		12/02/2016		Standard Class		CK-12760		Cyma Kinney		Corporate		United States		Linden		New Jersey		7036		East		TEC-AC-10000710		115.4		7		0		49.6		Chuck Magee
CA-2016-107916		24/08/2016		26/08/2016		First Class		JP-15460		Jennifer Patt		Corporate		United States		Oceanside		New York		11572		East		FUR-FU-10004586		13.3		2		0		6.4		Chuck Magee
CA-2016-107916		24/08/2016		26/08/2016		First Class		JP-15460		Jennifer Patt		Corporate		United States		Oceanside		New York		11572		East		OFF-BI-10001116		12.7		3		0.2		4.4		Chuck Magee
CA-2016-108147		08/06/2016		13/06/2016		Standard Class		RD-19480		Rick Duston		Consumer		United States		Long Beach		New York		11561		East		OFF-BI-10003876		68.5		2		0.2		25.7		Chuck Magee
CA-2016-108147		08/06/2016		13/06/2016		Standard Class		RD-19480		Rick Duston		Consumer		United States		Long Beach		New York		11561		East		OFF-ST-10003470		1676.9		6		0		83.8		Chuck Magee
CA-2016-108609		31/10/2016		02/11/2016		Second Class		AJ-10780		Anthony Jacobs		Corporate		United States		Lorain		Ohio		44052		East		FUR-TA-10003954		1421.7		8		0.4		-734.5		Chuck Magee
CA-2016-108903		03/10/2016		03/10/2016		Same Day		DO-13435		Denny Ordway		Consumer		United States		Columbus		Ohio		43229		East		OFF-AR-10004010		56		2		0.2		4.2		Chuck Magee
CA-2016-108903		03/10/2016		03/10/2016		Same Day		DO-13435		Denny Ordway		Consumer		United States		Columbus		Ohio		43229		East		OFF-EN-10004030		14.5		5		0.2		4.9		Chuck Magee
CA-2016-108903		03/10/2016		03/10/2016		Same Day		DO-13435		Denny Ordway		Consumer		United States		Columbus		Ohio		43229		East		TEC-AC-10003023		142.5		3		0.2		-3.6		Chuck Magee
CA-2016-109127		21/12/2016		25/12/2016		Standard Class		JC-15775		John Castell		Consumer		United States		Newark		Delaware		19711		East		OFF-LA-10004409		17.3		6		0		7.9		Chuck Magee
CA-2016-109302		12/08/2016		16/08/2016		Standard Class		CS-12175		Charles Sheldon		Corporate		United States		Lakewood		New Jersey		8701		East		OFF-BI-10002854		196.2		7		0		98.1		Chuck Magee
CA-2016-109855		01/09/2016		05/09/2016		Standard Class		LH-16900		Lena Hernandez		Consumer		United States		New York City		New York		10009		East		OFF-BI-10004716		23.7		2		0.2		8.3		Chuck Magee
CA-2016-109855		01/09/2016		05/09/2016		Standard Class		LH-16900		Lena Hernandez		Consumer		United States		New York City		New York		10009		East		TEC-AC-10002842		357		3		0		57.1		Chuck Magee
CA-2016-109904		14/07/2016		17/07/2016		Second Class		BF-10975		Barbara Fisher		Corporate		United States		New York City		New York		10009		East		OFF-AR-10004999		17.9		3		0		4.5		Chuck Magee
CA-2016-110065		05/08/2016		11/08/2016		Standard Class		SP-20650		Stephanie Phelps		Corporate		United States		New York City		New York		10009		East		TEC-PH-10002468		136		1		0		36.7		Chuck Magee
CA-2016-110065		05/08/2016		11/08/2016		Standard Class		SP-20650		Stephanie Phelps		Corporate		United States		New York City		New York		10009		East		OFF-AR-10004165		16		7		0		7		Chuck Magee
CA-2016-110072		22/10/2016		28/10/2016		Standard Class		MG-17680		Maureen Gastineau		Home Office		United States		Newark		Ohio		43055		East		FUR-FU-10000521		93.9		4		0.2		12.9		Chuck Magee
CA-2016-110611		06/10/2016		13/10/2016		Standard Class		JD-16015		Joy Daniels		Consumer		United States		Philadelphia		Pennsylvania		19120		East		OFF-ST-10000642		83.9		5		0.2		-13.6		Chuck Magee
CA-2016-110639		23/08/2016		23/08/2016		Same Day		RH-19495		Rick Hansen		Consumer		United States		New York City		New York		10009		East		OFF-PA-10003936		25.9		4		0		12.4		Chuck Magee
CA-2016-110639		23/08/2016		23/08/2016		Same Day		RH-19495		Rick Hansen		Consumer		United States		New York City		New York		10009		East		OFF-PA-10004530		45.9		4		0		22.5		Chuck Magee
CA-2016-111003		01/06/2016		06/06/2016		Standard Class		CR-12625		Corey Roper		Home Office		United States		Lakewood		New Jersey		8701		East		OFF-BI-10001072		45.5		3		0		20.9		Chuck Magee
CA-2016-111003		01/06/2016		06/06/2016		Standard Class		CR-12625		Corey Roper		Home Office		United States		Lakewood		New Jersey		8701		East		OFF-AR-10002135		289.2		6		0		83.9		Chuck Magee
CA-2016-111157		02/03/2016		06/03/2016		Standard Class		NH-18610		Nicole Hansen		Corporate		United States		Philadelphia		Pennsylvania		19120		East		OFF-PA-10000327		3.4		1		0.2		1.1		Chuck Magee
CA-2016-111157		02/03/2016		06/03/2016		Standard Class		NH-18610		Nicole Hansen		Corporate		United States		Philadelphia		Pennsylvania		19120		East		TEC-AC-10004353		151.2		3		0.2		32.1		Chuck Magee
CA-2016-111360		24/11/2016		30/11/2016		Standard Class		AT-10435		Alyssa Tate		Home Office		United States		Akron		Ohio		44312		East		OFF-BI-10003350		5.7		3		0.7		-4.6		Chuck Magee
CA-2016-111773		29/06/2016		03/07/2016		Standard Class		JK-15625		Jim Karlsson		Consumer		United States		New York City		New York		10024		East		OFF-BI-10000174		13.9		3		0.2		4.9		Chuck Magee
CA-2016-112158		02/12/2016		04/12/2016		First Class		DP-13165		David Philippe		Consumer		United States		New York City		New York		10035		East		TEC-AC-10003628		120		4		0		52.8		Chuck Magee
CA-2016-112158		02/12/2016		04/12/2016		First Class		DP-13165		David Philippe		Consumer		United States		New York City		New York		10035		East		FUR-BO-10003272		883.9		5		0.2		-110.5		Chuck Magee
CA-2016-112158		02/12/2016		04/12/2016		First Class		DP-13165		David Philippe		Consumer		United States		New York City		New York		10035		East		OFF-BI-10000050		46.7		8		0.2		15.8		Chuck Magee
CA-2016-113362		14/09/2016		19/09/2016		Standard Class		AJ-10960		Astrea Jones		Consumer		United States		Rochester		New York		14609		East		OFF-ST-10001809		449.1		5		0		9		Chuck Magee
CA-2016-113362		14/09/2016		19/09/2016		Standard Class		AJ-10960		Astrea Jones		Consumer		United States		Rochester		New York		14609		East		OFF-EN-10003845		11.1		3		0		5.1		Chuck Magee
CA-2016-113383		10/09/2016		13/09/2016		First Class		SF-20065		Sandra Flanagan		Consumer		United States		Clifton		New Jersey		7011		East		OFF-AP-10004532		81.9		4		0		22.1		Chuck Magee
CA-2016-113383		10/09/2016		13/09/2016		First Class		SF-20065		Sandra Flanagan		Consumer		United States		Clifton		New Jersey		7011		East		FUR-FU-10001986		254.9		5		0		76.5		Chuck Magee
CA-2016-113887		05/04/2016		07/04/2016		First Class		TH-21550		Tracy Hopkins		Home Office		United States		New York City		New York		10035		East		OFF-PA-10004071		55.5		1		0		26.6		Chuck Magee
CA-2016-113929		16/06/2016		21/06/2016		Standard Class		CK-12205		Chloris Kastensmidt		Consumer		United States		Hempstead		New York		11550		East		OFF-EN-10003286		41.4		5		0		19.5		Chuck Magee
CA-2016-113929		16/06/2016		21/06/2016		Standard Class		CK-12205		Chloris Kastensmidt		Consumer		United States		Hempstead		New York		11550		East		OFF-AR-10003772		35		4		0		10.5		Chuck Magee
CA-2016-113929		16/06/2016		21/06/2016		Standard Class		CK-12205		Chloris Kastensmidt		Consumer		United States		Hempstead		New York		11550		East		OFF-BI-10002852		39.6		3		0.2		14.3		Chuck Magee
CA-2016-113964		23/09/2016		30/09/2016		Standard Class		JP-16135		Julie Prescott		Home Office		United States		New York City		New York		10011		East		OFF-BI-10004654		18.5		4		0.2		6.9		Chuck Magee
CA-2016-114181		10/05/2016		14/05/2016		Second Class		AF-10885		Art Foster		Consumer		United States		Philadelphia		Pennsylvania		19134		East		FUR-BO-10004467		350		7		0.5		-217		Chuck Magee
CA-2016-114181		10/05/2016		14/05/2016		Second Class		AF-10885		Art Foster		Consumer		United States		Philadelphia		Pennsylvania		19134		East		OFF-AR-10000716		22.3		5		0.2		5.3		Chuck Magee
CA-2016-114195		01/11/2016		03/11/2016		First Class		EA-14035		Erin Ashbrook		Corporate		United States		Mason		Ohio		45040		East		FUR-FU-10002253		68.7		2		0.2		16.3		Chuck Magee
CA-2016-114195		01/11/2016		03/11/2016		First Class		EA-14035		Erin Ashbrook		Corporate		United States		Mason		Ohio		45040		East		OFF-BI-10000494		3.1		2		0.7		-2.6		Chuck Magee
CA-2016-114195		01/11/2016		03/11/2016		First Class		EA-14035		Erin Ashbrook		Corporate		United States		Mason		Ohio		45040		East		OFF-BI-10001658		22.4		3		0.7		-17.9		Chuck Magee
CA-2016-114251		05/11/2016		10/11/2016		Standard Class		MD-17350		Maribeth Dona		Consumer		United States		Philadelphia		Pennsylvania		19143		East		FUR-FU-10001468		273.6		2		0.2		-34.2		Chuck Magee
CA-2016-114251		05/11/2016		10/11/2016		Standard Class		MD-17350		Maribeth Dona		Consumer		United States		Philadelphia		Pennsylvania		19143		East		OFF-BI-10003684		13.2		2		0.7		-8.8		Chuck Magee
CA-2016-114251		05/11/2016		10/11/2016		Standard Class		MD-17350		Maribeth Dona		Consumer		United States		Philadelphia		Pennsylvania		19143		East		OFF-ST-10003716		1080.1		6		0.2		-94.5		Chuck Magee
CA-2016-114251		05/11/2016		10/11/2016		Standard Class		MD-17350		Maribeth Dona		Consumer		United States		Philadelphia		Pennsylvania		19143		East		TEC-AC-10001101		51.6		5		0.2		-6.4		Chuck Magee
CA-2016-114251		05/11/2016		10/11/2016		Standard Class		MD-17350		Maribeth Dona		Consumer		United States		Philadelphia		Pennsylvania		19143		East		TEC-AC-10004864		58.4		2		0.2		16.8		Chuck Magee
CA-2016-114517		23/12/2016		27/12/2016		Standard Class		TH-21235		Tiffany House		Corporate		United States		New York City		New York		10024		East		FUR-TA-10001676		53.3		2		0.4		-19.5		Chuck Magee
CA-2016-114517		23/12/2016		27/12/2016		Standard Class		TH-21235		Tiffany House		Corporate		United States		New York City		New York		10024		East		OFF-AP-10002350		56.5		3		0		15.8		Chuck Magee
CA-2016-115056		02/05/2016		02/05/2016		Same Day		AR-10510		Andrew Roberts		Consumer		United States		Columbus		Ohio		43229		East		OFF-AP-10003971		26.1		3		0.2		2		Chuck Magee
CA-2016-115133		26/09/2016		30/09/2016		Standard Class		DA-13450		Dianna Arnett		Home Office		United States		Lancaster		Ohio		43130		East		OFF-AP-10001634		16.7		6		0.2		1.3		Chuck Magee
CA-2016-115133		26/09/2016		30/09/2016		Standard Class		DA-13450		Dianna Arnett		Home Office		United States		Lancaster		Ohio		43130		East		TEC-AC-10002370		3.2		2		0.2		0.5		Chuck Magee
CA-2016-115133		26/09/2016		30/09/2016		Standard Class		DA-13450		Dianna Arnett		Home Office		United States		Lancaster		Ohio		43130		East		OFF-PA-10000174		32.9		4		0.2		11.1		Chuck Magee
CA-2016-115259		25/08/2016		27/08/2016		Second Class		RC-19960		Ryan Crowe		Consumer		United States		Columbus		Ohio		43229		East		OFF-FA-10000621		40.1		14		0.2		14.5		Chuck Magee
CA-2016-115259		25/08/2016		27/08/2016		Second Class		RC-19960		Ryan Crowe		Consumer		United States		Columbus		Ohio		43229		East		OFF-EN-10002600		4.7		2		0.2		1.7		Chuck Magee
CA-2016-115259		25/08/2016		27/08/2016		Second Class		RC-19960		Ryan Crowe		Consumer		United States		Columbus		Ohio		43229		East		OFF-PA-10004965		24		3		0.2		7.5		Chuck Magee
CA-2016-115259		25/08/2016		27/08/2016		Second Class		RC-19960		Ryan Crowe		Consumer		United States		Columbus		Ohio		43229		East		OFF-EN-10002504		130.5		6		0.2		44		Chuck Magee
CA-2016-115791		16/01/2016		18/01/2016		Second Class		DL-13315		Delfina Latchford		Consumer		United States		Philadelphia		Pennsylvania		19134		East		FUR-FU-10001095		127.1		6		0.2		28.6		Chuck Magee
CA-2016-115791		16/01/2016		18/01/2016		Second Class		DL-13315		Delfina Latchford		Consumer		United States		Philadelphia		Pennsylvania		19134		East		TEC-PH-10004614		124.2		3		0.4		-31.1		Chuck Magee
CA-2016-115791		16/01/2016		18/01/2016		Second Class		DL-13315		Delfina Latchford		Consumer		United States		Philadelphia		Pennsylvania		19134		East		OFF-BI-10001575		18.6		2		0.7		-13.6		Chuck Magee
CA-2016-115791		16/01/2016		18/01/2016		Second Class		DL-13315		Delfina Latchford		Consumer		United States		Philadelphia		Pennsylvania		19134		East		OFF-LA-10001074		30.1		3		0.2		10.1		Chuck Magee
CA-2016-115973		24/11/2016		26/11/2016		First Class		NG-18430		Nathan Gelder		Consumer		United States		Cincinnati		Ohio		45231		East		OFF-AR-10004757		2.6		1		0.2		0.4		Chuck Magee
CA-2016-116246		12/09/2016		17/09/2016		Second Class		LW-17215		Luke Weiss		Consumer		United States		New York City		New York		10035		East		FUR-CH-10002024		3785.3		6		0.1		420.6		Chuck Magee
CA-2016-116666		08/05/2016		10/05/2016		First Class		KT-16480		Kean Thornton		Consumer		United States		Philadelphia		Pennsylvania		19134		East		TEC-CO-10001449		1800		5		0.4		240		Chuck Magee
CA-2016-117429		07/10/2016		13/10/2016		Standard Class		MR-17545		Mathew Reese		Home Office		United States		Philadelphia		Pennsylvania		19140		East		FUR-FU-10000222		129.9		5		0.2		21.1		Chuck Magee
CA-2016-117478		21/09/2016		24/09/2016		First Class		LH-16750		Larry Hughes		Consumer		United States		Philadelphia		Pennsylvania		19140		East		OFF-BI-10000050		6.6		3		0.7		-5		Chuck Magee
CA-2016-118192		13/01/2016		18/01/2016		Standard Class		MM-17920		Michael Moore		Consumer		United States		Newark		Ohio		43055		East		OFF-PA-10002947		37.4		7		0.2		13.1		Chuck Magee
CA-2016-118192		13/01/2016		18/01/2016		Standard Class		MM-17920		Michael Moore		Consumer		United States		Newark		Ohio		43055		East		OFF-BI-10003476		3.4		2		0.7		-2.5		Chuck Magee
CA-2016-118304		29/04/2016		04/05/2016		Standard Class		KH-16360		Katherine Hughes		Consumer		United States		Dover		Delaware		19901		East		TEC-PH-10000376		20		2		0		5.2		Chuck Magee
CA-2016-118976		28/04/2016		03/05/2016		Standard Class		MY-18295		Muhammed Yedwab		Corporate		United States		Baltimore		Maryland		21215		East		OFF-BI-10001628		20.9		2		0		9.4		Chuck Magee
CA-2016-118976		28/04/2016		03/05/2016		Standard Class		MY-18295		Muhammed Yedwab		Corporate		United States		Baltimore		Maryland		21215		East		OFF-ST-10000877		497.6		9		0		129.4		Chuck Magee
CA-2016-118976		28/04/2016		03/05/2016		Standard Class		MY-18295		Muhammed Yedwab		Corporate		United States		Baltimore		Maryland		21215		East		OFF-AR-10004752		5.3		2		0		1.5		Chuck Magee
CA-2016-118976		28/04/2016		03/05/2016		Standard Class		MY-18295		Muhammed Yedwab		Corporate		United States		Baltimore		Maryland		21215		East		OFF-LA-10000452		3.1		1		0		1.5		Chuck Magee
CA-2016-119032		27/11/2016		03/12/2016		Standard Class		MS-17770		Maxwell Schwartz		Consumer		United States		New York City		New York		10035		East		OFF-FA-10003021		3.8		2		0		1.3		Chuck Magee
CA-2016-119151		25/11/2016		29/11/2016		Second Class		MP-18175		Mike Pelletier		Home Office		United States		New York City		New York		10009		East		OFF-ST-10003470		1117.9		4		0		55.9		Chuck Magee
CA-2016-119151		25/11/2016		29/11/2016		Second Class		MP-18175		Mike Pelletier		Home Office		United States		New York City		New York		10009		East		FUR-BO-10003159		276		3		0.2		-37.9		Chuck Magee
CA-2016-119375		17/11/2016		22/11/2016		Standard Class		YC-21895		Yoseph Carroll		Corporate		United States		Newark		Delaware		19711		East		OFF-ST-10002011		2934.3		7		0		792.3		Chuck Magee
CA-2016-119375		17/11/2016		22/11/2016		Standard Class		YC-21895		Yoseph Carroll		Corporate		United States		Newark		Delaware		19711		East		FUR-FU-10002379		124.4		3		0		14.9		Chuck Magee
CA-2016-119375		17/11/2016		22/11/2016		Standard Class		YC-21895		Yoseph Carroll		Corporate		United States		Newark		Delaware		19711		East		OFF-AR-10003752		57.8		5		0		26.6		Chuck Magee
CA-2016-119529		03/11/2016		05/11/2016		Second Class		DM-13345		Denise Monton		Corporate		United States		Orange		New Jersey		7050		East		OFF-BI-10000546		5.8		2		0		2.8		Chuck Magee
CA-2016-119977		08/10/2016		13/10/2016		Second Class		DN-13690		Duane Noonan		Consumer		United States		New York City		New York		10011		East		OFF-PA-10003823		123.9		4		0		55.8		Chuck Magee
CA-2016-120887		27/09/2016		03/10/2016		Standard Class		TS-21205		Thomas Seio		Corporate		United States		Hackensack		New Jersey		7601		East		FUR-FU-10001588		87.5		3		0		37.6		Chuck Magee
CA-2016-121167		28/11/2016		30/11/2016		Second Class		MO-17500		Mary O'Rourke		Consumer		United States		Freeport		New York		11520		East		OFF-BI-10003676		17.2		2		0.2		6		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		TEC-PH-10000984		784		4		0		219.5		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		OFF-BI-10000666		48.9		2		0.2		18.3		Chuck Magee
CA-2016-121573		03/11/2016		07/11/2016		Standard Class		SG-20605		Speros Goranitis		Consumer		United States		New York City		New York		10009		East		OFF-BI-10003712		7.9		2		0.2		2.8		Chuck Magee
CA-2016-121727		19/08/2016		24/08/2016		Standard Class		JK-15625		Jim Karlsson		Consumer		United States		Columbus		Ohio		43229		East		OFF-AR-10004930		10.7		2		0.2		1.7		Chuck Magee
CA-2016-121769		08/04/2016		12/04/2016		Standard Class		JS-15880		John Stevenson		Consumer		United States		Toledo		Ohio		43615		East		FUR-TA-10004442		172.1		1		0.4		-94.7		Chuck Magee
CA-2016-122070		22/04/2016		24/04/2016		Second Class		AH-10030		Aaron Hawkins		Corporate		United States		Troy		New York		12180		East		OFF-EN-10004773		247.8		8		0		121.4		Chuck Magee
CA-2016-122070		22/04/2016		24/04/2016		Second Class		AH-10030		Aaron Hawkins		Corporate		United States		Troy		New York		12180		East		OFF-BI-10004970		9.9		3		0.2		3.3		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-AR-10000122		17.9		4		0.2		1.1		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-BI-10003656		510		10		0.7		-408		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		OFF-FA-10002780		31		13		0.2		10.1		Chuck Magee
CA-2016-122336		13/04/2016		17/04/2016		Second Class		JD-15895		Jonathan Doherty		Corporate		United States		Philadelphia		Pennsylvania		19140		East		TEC-PH-10000702		71.9		12		0.4		8.4		Chuck Magee
CA-2016-122588		25/11/2016		27/11/2016		Second Class		AR-10540		Andy Reiter		Consumer		United States		Woonsocket		Rhode Island		2895		East		FUR-FU-10001095		53		2		0		20.1		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		OFF-ST-10002344		64.8		1		0.2		-14.6		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		TEC-PH-10003589		32.4		3		0.4		4.3		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		FUR-FU-10000758		42.4		2		0.2		8.5		Chuck Magee
CA-2016-122882		07/09/2016		13/09/2016		Standard Class		SB-20290		Sean Braxton		Corporate		United States		Philadelphia		Pennsylvania		19134		East		TEC-MA-10004679		399.5		4		0.7		-559.4		Chuck Magee
CA-2016-122931		29/09/2016		03/10/2016		Standard Class		SM-20950		Suzanne McNair		Corporate		United States		Philadelphia		Pennsylvania		19134		East		OFF-AR-10003469		4.2		3		0.2		1.5		Chuck Magee
CA-2016-122931		29/09/2016		03/10/2016		Standard Class		SM-20950		Suzanne McNair		Corporate		United States		Philadelphia		Pennsylvania		19134		East		FUR-TA-10004175		409.3		2		0.4		-81.9		Chuck Magee
